jaar;gebiedcode15;variabele;waarde;
2015;A02;BEVANTIL_P;0.7;
2020;A02;BEVTURK_P;1.0;
2019;A02;BEVTURK_P;0.8;
2017;A02;BEVTURK_P;0.8;
2016;A02;BEVTURK_P;0.7;
2015;A02;BEVTURK_P;0.7;
2020;A02;BEVMAROK_P;0.2;
2019;A02;BEVMAROK_P;0.2;
2017;A02;BEVMAROK_P;0.1;
2016;A02;BEVMAROK_P;0.2;
2015;A02;BEVMAROK_P;0.2;
2020;A02;BEVOVNW_P;8.6;
2019;A02;BEVOVNW_P;8.5;
2017;A02;BEVOVNW_P;6.9;
2016;A02;BEVOVNW_P;7.1;
2015;A02;BEVOVNW_P;6.6;
2020;A02;BEVWEST_P;34.6;
2019;A02;BEVWEST_P;32.8;
2017;A02;BEVWEST_P;31.5;
2016;A02;BEVWEST_P;31.4;
2015;A02;BEVWEST_P;31.2;
2020;A02;BEVAUTOCH_P;54.0;
2019;A02;BEVAUTOCH_P;56.2;
2017;A02;BEVAUTOCH_P;58.9;
2016;A02;BEVAUTOCH_P;59.0;
2015;A02;BEVAUTOCH_P;59.6;
2020;A02;BEVNW;738;
2019;A02;BEVNW;699;
2017;A02;BEVNW;609;
2016;A02;BEVNW;624;
2015;A02;BEVNW;597;
2020;A02;BEVNW_P;11.5;
2019;A02;BEVNW_P;11.0;
2017;A02;BEVNW_P;9.6;
2016;A02;BEVNW_P;9.6;
2015;A02;BEVNW_P;9.3;
2020;A02;BEVEGNW;541;
2019;A02;BEVEGNW;509;
2017;A02;BEVEGNW;429;
2016;A02;BEVEGNW;437;
2015;A02;BEVEGNW;413;
2020;A02;BEVEGWEST;1677;
2019;A02;BEVEGWEST;1517;
2017;A02;BEVEGWEST;1392;
2016;A02;BEVEGWEST;1401;
2015;A02;BEVEGWEST;1365;
2020;A02;BEVNSTEDELING;2869;
2019;A02;BEVNSTEDELING;2877;
2017;A02;BEVNSTEDELING;2938;
2016;A02;BEVNSTEDELING;3049;
2015;A02;BEVNSTEDELING;3065;
2020;A02;BEVNSTEDELING_P;44.5;
2019;A02;BEVNSTEDELING_P;45.1;
2017;A02;BEVNSTEDELING_P;46.1;
2016;A02;BEVNSTEDELING_P;47.0;
2015;A02;BEVNSTEDELING_P;47.7;
2017;A02;BEVOPLLAAG_P;7;
2016;A02;BEVOPLLAAG_P;8;
2015;A02;BEVOPLLAAG_P;7;
2017;A02;BEVOPLMID_P;27;
2016;A02;BEVOPLMID_P;27;
2015;A02;BEVOPLMID_P;27;
2017;A02;BEVOPLHOOG_P;65;
2016;A02;BEVOPLHOOG_P;66;
2015;A02;BEVOPLHOOG_P;66;
2020;A02;BEVHHMKIND;513;
2019;A02;BEVHHMKIND;508;
2017;A02;BEVHHMKIND;518;
2016;A02;BEVHHMKIND;518;
2015;A02;BEVHHMKIND;516;
2020;A02;BEVHHMKIND_P;12.7;
2019;A02;BEVHHMKIND_P;12.7;
2017;A02;BEVHHMKIND_P;13.0;
2016;A02;BEVHHMKIND_P;12.7;
2015;A02;BEVHHMKIND_P;12.8;
2020;A02;BEV1P80PLUS;68;
2019;A02;BEV1P80PLUS;65;
2017;A02;BEV1P80PLUS;55;
2016;A02;BEV1P80PLUS;56;
2015;A02;BEV1P80PLUS;46;
2020;A02;BEV1P80PLUS_P;1.1;
2019;A02;BEV1P80PLUS_P;1.0;
2017;A02;BEV1P80PLUS_P;0.9;
2016;A02;BEV1P80PLUS_P;0.9;
2015;A02;BEV1P80PLUS_P;0.7;
2020;A02;BEV1P65_79V;201;
2019;A02;BEV1P65_79V;209;
2017;A02;BEV1P65_79V;206;
2016;A02;BEV1P65_79V;195;
2015;A02;BEV1P65_79V;195;
2020;A02;BEV1P65_79M;192;
2019;A02;BEV1P65_79M;185;
2017;A02;BEV1P65_79M;183;
2016;A02;BEV1P65_79M;178;
2015;A02;BEV1P65_79M;180;
2020;A02;BEV1P80PLUSV;40;
2019;A02;BEV1P80PLUSV;37;
2017;A02;BEV1P80PLUSV;32;
2016;A02;BEV1P80PLUSV;35;
2015;A02;BEV1P80PLUSV;27;
2020;A02;BEV1P80PLUSM;28;
2019;A02;BEV1P80PLUSM;28;
2017;A02;BEV1P80PLUSM;23;
2016;A02;BEV1P80PLUSM;21;
2015;A02;BEV1P80PLUSM;19;
2020;A02;BEV0_4;166;
2019;A02;BEV0_4;172;
2017;A02;BEV0_4;214;
2016;A02;BEV0_4;219;
2015;A02;BEV0_4;239;
2020;A02;BEV5_9;150;
2019;A02;BEV5_9;161;
2017;A02;BEV5_9;170;
2016;A02;BEV5_9;186;
2015;A02;BEV5_9;181;
2020;A02;BEV10_14;150;
2019;A02;BEV10_14;149;
2017;A02;BEV10_14;170;
2016;A02;BEV10_14;177;
2015;A02;BEV10_14;173;
2020;A02;BEV15_19;226;
2019;A02;BEV15_19;221;
2017;A02;BEV15_19;216;
2016;A02;BEV15_19;228;
2015;A02;BEV15_19;199;
2020;A02;BEV20_24;643;
2019;A02;BEV20_24;633;
2017;A02;BEV20_24;582;
2016;A02;BEV20_24;613;
2015;A02;BEV20_24;622;
2020;A02;BEV25_29;807;
2019;A02;BEV25_29;772;
2017;A02;BEV25_29;708;
2016;A02;BEV25_29;751;
2015;A02;BEV25_29;723;
2020;A02;BEV30_34;636;
2019;A02;BEV30_34;633;
2017;A02;BEV30_34;602;
2016;A02;BEV30_34;559;
2015;A02;BEV30_34;559;
2020;A02;BEV35_39;429;
2019;A02;BEV35_39;395;
2017;A02;BEV35_39;436;
2016;A02;BEV35_39;452;
2015;A02;BEV35_39;442;
2020;A02;BEV40_44;392;
2019;A02;BEV40_44;379;
2017;A02;BEV40_44;423;
2016;A02;BEV40_44;454;
2015;A02;BEV40_44;468;
2020;A02;BEV45_49;416;
2019;A02;BEV45_49;459;
2017;A02;BEV45_49;470;
2016;A02;BEV45_49;497;
2015;A02;BEV45_49;521;
2020;A02;BEV50_54;508;
2019;A02;BEV50_54;505;
2017;A02;BEV50_54;519;
2016;A02;BEV50_54;503;
2015;A02;BEV50_54;499;
2020;A02;BEV55_59;449;
2019;A02;BEV55_59;430;
2017;A02;BEV55_59;430;
2016;A02;BEV55_59;444;
2015;A02;BEV55_59;412;
2020;A02;BEV60_64;368;
2019;A02;BEV60_64;374;
2017;A02;BEV60_64;369;
2016;A02;BEV60_64;374;
2015;A02;BEV60_64;396;
2020;A02;BEV65_69;368;
2018;A02;IINKQ1_P;21;
2017;A02;IINKQ1_P;20;
2016;A02;IINKQ1_P;20;
2015;A02;IINKQ1_P;21;
2018;A02;IINKQ2_P;15;
2017;A02;IINKQ2_P;15;
2016;A02;IINKQ2_P;14;
2015;A02;IINKQ2_P;14;
2018;A02;IINKQ3_P;16;
2017;A02;IINKQ3_P;15;
2016;A02;IINKQ3_P;15;
2015;A02;IINKQ3_P;16;
2018;A02;IINKQ4_P;15;
2017;A02;IINKQ4_P;15;
2016;A02;IINKQ4_P;15;
2015;A02;IINKQ4_P;15;
2018;A02;IINKQ5_P;33;
2017;A02;IINKQ5_P;34;
2016;A02;IINKQ5_P;35;
2015;A02;IINKQ5_P;36;
2020;A03;BEVTOTAAL;5436;
2019;A03;BEVTOTAAL;5383;
2017;A03;BEVTOTAAL;5407;
2016;A03;BEVTOTAAL;5455;
2015;A03;BEVTOTAAL;5388;
2020;A03;BEVMAN;2927;
2019;A03;BEVMAN;2910;
2017;A03;BEVMAN;2962;
2016;A03;BEVMAN;2972;
2015;A03;BEVMAN;2921;
2020;A03;BEVVROUW;2508;
2019;A03;BEVVROUW;2473;
2017;A03;BEVVROUW;2445;
2016;A03;BEVVROUW;2483;
2015;A03;BEVVROUW;2467;
2020;A03;BEVMAN_P;53.8;
2019;A03;BEVMAN_P;54.1;
2017;A03;BEVMAN_P;54.8;
2016;A03;BEVMAN_P;54.5;
2015;A03;BEVMAN_P;54.2;
2020;A03;BEVVROUW_P;46.1;
2019;A03;BEVVROUW_P;45.9;
2017;A03;BEVVROUW_P;45.2;
2016;A03;BEVVROUW_P;45.5;
2015;A03;BEVVROUW_P;45.8;
2020;A03;BEVDICHT;10457;
2019;A03;BEVDICHT;10355;
2017;A03;BEVDICHT;10320;
2016;A03;BEVDICHT;10490;
2015;A03;BEVDICHT;10362;
2018;A03;BEVTOTAAL;5355;
2018;A03;BEVMAN;2898;
2018;A03;BEVVROUW;2457;
2018;A03;BEVMAN_P;54.1;
2018;A03;BEVVROUW_P;45.9;
2018;A03;BEVDICHT;10301;
2018;A03;BEVSUR;49;
2018;A03;BEVANTIL;37;
2018;A03;BEVTURK;58;
2018;A03;BEVMAROK;26;
2018;A03;BEVOVNW;479;
2018;A03;BEVWEST;1690;
2018;A03;BEVAUTOCH;3016;
2018;A03;BEVSUR_P;0.9;
2018;A03;BEVANTIL_P;0.7;
2018;A03;BEVTURK_P;1.1;
2018;A03;BEVMAROK_P;0.5;
2018;A03;BEVOVNW_P;8.9;
2018;A03;BEVWEST_P;31.6;
2018;A03;BEVAUTOCH_P;56.3;
2018;A03;BEVNW;649;
2018;A03;BEVNW_P;12.1;
2018;A03;BEVEGNW;467;
2018;A03;BEVEGWEST;1150;
2018;A03;BEVNSTEDELING;2401;
2018;A03;BEVNSTEDELING_P;44.8;
2018;A03;BEVOPLLAAG_P;9;
2018;A03;BEVOPLMID_P;28;
2018;A03;BEVOPLHOOG_P;63;
2018;A03;BEVHHMKIND;465;
2018;A03;BEVHHMKIND_P;14.3;
2018;A03;BEV1P80PLUS;62;
2018;A03;BEV1P80PLUS_P;1.2;
2018;A03;BEV1P65_79V;139;
2018;A03;BEV1P65_79M;123;
2018;A03;BEV1P80PLUSV;40;
2018;A03;BEV1P80PLUSM;22;
2018;A03;BEV0_4;164;
2018;A03;BEV5_9;147;
2018;A03;BEV10_14;160;
2018;A03;BEV15_19;198;
2018;A03;BEV20_24;483;
2018;A03;BEV25_29;773;
2018;A03;BEV30_34;579;
2018;A03;BEV35_39;363;
2018;A03;BEV40_44;338;
2018;A03;BEV45_49;364;
2018;A03;BEV50_54;402;
2018;A03;BEV55_59;351;
2018;A03;BEV60_64;268;
2020;A03;BEVSUR;47;
2019;A03;BEVSUR;44;
2017;A03;BEVSUR;68;
2016;A03;BEVSUR;69;
2015;A03;BEVSUR;64;
2020;A03;BEVANTIL;38;
2019;A03;BEVANTIL;37;
2017;A03;BEVANTIL;35;
2016;A03;BEVANTIL;35;
2015;A03;BEVANTIL;26;
2020;A03;BEVTURK;73;
2019;A03;BEVTURK;64;
2017;A03;BEVTURK;63;
2016;A03;BEVTURK;67;
2015;A03;BEVTURK;52;
2020;A03;BEVMAROK;22;
2019;A03;BEVMAROK;23;
2017;A03;BEVMAROK;22;
2016;A03;BEVMAROK;19;
2015;A03;BEVMAROK;22;
2020;A03;BEVOVNW;558;
2019;A03;BEVOVNW;524;
2017;A03;BEVOVNW;484;
2016;A03;BEVOVNW;443;
2015;A03;BEVOVNW;405;
2020;A03;BEVWEST;1798;
2019;A03;BEVWEST;1719;
2017;A03;BEVWEST;1613;
2016;A03;BEVWEST;1551;
2015;A03;BEVWEST;1510;
2020;A03;BEVAUTOCH;2900;
2019;A03;BEVAUTOCH;2972;
2017;A03;BEVAUTOCH;3122;
2016;A03;BEVAUTOCH;3271;
2015;A03;BEVAUTOCH;3309;
2020;A03;BEVSUR_P;0.9;
2019;A03;BEVSUR_P;0.8;
2017;A03;BEVSUR_P;1.3;
2016;A03;BEVSUR_P;1.3;
2015;A03;BEVSUR_P;1.2;
2020;A03;BEVANTIL_P;0.7;
2019;A03;BEVANTIL_P;0.7;
2017;A03;BEVANTIL_P;0.6;
2016;A03;BEVANTIL_P;0.6;
2015;A03;BEVANTIL_P;0.5;
2020;A03;BEVTURK_P;1.3;
2019;A03;BEVTURK_P;1.2;
2017;A03;BEVTURK_P;1.2;
2016;A03;BEVTURK_P;1.2;
2015;A03;BEVTURK_P;1.0;
2020;A03;BEVMAROK_P;0.4;
2019;A03;BEVMAROK_P;0.4;
2017;A03;BEVMAROK_P;0.4;
2016;A03;BEVMAROK_P;0.3;
2015;A03;BEVMAROK_P;0.4;
2020;A03;BEVOVNW_P;10.3;
2019;A03;BEVOVNW_P;9.7;
2017;A03;BEVOVNW_P;9.0;
2016;A03;BEVOVNW_P;8.1;
2015;A03;BEVOVNW_P;7.5;
2020;A03;BEVWEST_P;33.1;
2019;A03;BEVWEST_P;31.9;
2017;A03;BEVWEST_P;29.8;
2016;A03;BEVWEST_P;28.4;
2015;A03;BEVWEST_P;28.0;
2020;A03;BEVAUTOCH_P;53.3;
2019;A03;BEVAUTOCH_P;55.2;
2017;A03;BEVAUTOCH_P;57.7;
2016;A03;BEVAUTOCH_P;60.0;
2015;A03;BEVAUTOCH_P;61.4;
2020;A03;BEVNW;738;
2019;A03;BEVNW;692;
2017;A03;BEVNW;672;
2016;A03;BEVNW;633;
2015;A03;BEVNW;569;
2020;A03;BEVNW_P;13.6;
2019;A03;BEVNW_P;12.9;
2017;A03;BEVNW_P;12.4;
2016;A03;BEVNW_P;11.6;
2015;A03;BEVNW_P;10.6;
2020;A03;BEVEGNW;539;
2019;A03;BEVEGNW;496;
2017;A03;BEVEGNW;475;
2016;A03;BEVEGNW;422;
2015;A03;BEVEGNW;382;
2020;A03;BEVEGWEST;1284;
2019;A03;BEVEGWEST;1185;
2017;A03;BEVEGWEST;1068;
2016;A03;BEVEGWEST;1004;
2015;A03;BEVEGWEST;966;
2020;A03;BEVNSTEDELING;2333;
2019;A03;BEVNSTEDELING;2348;
2017;A03;BEVNSTEDELING;2423;
2016;A03;BEVNSTEDELING;2508;
2015;A03;BEVNSTEDELING;2556;
2020;A03;BEVNSTEDELING_P;42.9;
2019;A03;BEVNSTEDELING_P;43.6;
2017;A03;BEVNSTEDELING_P;44.8;
2016;A03;BEVNSTEDELING_P;46.0;
2015;A03;BEVNSTEDELING_P;47.4;
2017;A03;BEVOPLLAAG_P;9;
2016;A03;BEVOPLLAAG_P;9;
2015;A03;BEVOPLLAAG_P;8;
2017;A03;BEVOPLMID_P;29;
2016;A03;BEVOPLMID_P;29;
2015;A03;BEVOPLMID_P;30;
2017;A03;BEVOPLHOOG_P;62;
2016;A03;BEVOPLHOOG_P;62;
2015;A03;BEVOPLHOOG_P;62;
2020;A03;BEVHHMKIND;461;
2019;A03;BEVHHMKIND;456;
2017;A03;BEVHHMKIND;463;
2016;A03;BEVHHMKIND;473;
2015;A03;BEVHHMKIND;460;
2020;A03;BEVHHMKIND_P;14.0;
2019;A03;BEVHHMKIND_P;14.0;
2017;A03;BEVHHMKIND_P;13.9;
2016;A03;BEVHHMKIND_P;14.1;
2015;A03;BEVHHMKIND_P;14.0;
2020;A03;BEV1P80PLUS;71;
2019;A03;BEV1P80PLUS;70;
2017;A03;BEV1P80PLUS;65;
2016;A03;BEV1P80PLUS;62;
2015;A03;BEV1P80PLUS;59;
2020;A03;BEV1P80PLUS_P;1.3;
2019;A03;BEV1P80PLUS_P;1.3;
2017;A03;BEV1P80PLUS_P;1.2;
2016;A03;BEV1P80PLUS_P;1.1;
2015;A03;BEV1P80PLUS_P;1.1;
2020;A03;BEV1P65_79V;141;
2019;A03;BEV1P65_79V;142;
2017;A03;BEV1P65_79V;145;
2016;A03;BEV1P65_79V;136;
2015;A03;BEV1P65_79V;134;
2020;A03;BEV1P65_79M;119;
2019;A03;BEV1P65_79M;120;
2017;A03;BEV1P65_79M;123;
2016;A03;BEV1P65_79M;122;
2015;A03;BEV1P65_79M;119;
2020;A03;BEV1P80PLUSV;44;
2019;A03;BEV1P80PLUSV;41;
2017;A03;BEV1P80PLUSV;46;
2016;A03;BEV1P80PLUSV;49;
2015;A03;BEV1P80PLUSV;46;
2020;A03;BEV1P80PLUSM;27;
2019;A03;BEV1P80PLUSM;29;
2017;A03;BEV1P80PLUSM;19;
2016;A03;BEV1P80PLUSM;13;
2015;A03;BEV1P80PLUSM;13;
2020;A03;BEV0_4;163;
2019;A03;BEV0_4;160;
2017;A03;BEV0_4;173;
2016;A03;BEV0_4;199;
2015;A03;BEV0_4;219;
2020;A03;BEV5_9;156;
2019;A03;BEV5_9;154;
2017;A03;BEV5_9;149;
2016;A03;BEV5_9;154;
2015;A03;BEV5_9;159;
2020;A03;BEV10_14;140;
2019;A03;BEV10_14;142;
2017;A03;BEV10_14;171;
2016;A03;BEV10_14;182;
2015;A03;BEV10_14;169;
2020;A03;BEV15_19;221;
2019;A03;BEV15_19;220;
2017;A03;BEV15_19;172;
2016;A03;BEV15_19;173;
2015;A03;BEV15_19;181;
2020;A03;BEV20_24;497;
2019;A03;BEV20_24;485;
2017;A03;BEV20_24;490;
2016;A03;BEV20_24;507;
2015;A03;BEV20_24;501;
2020;A03;BEV25_29;782;
2019;A03;BEV25_29;757;
2017;A03;BEV25_29;781;
2016;A03;BEV25_29;797;
2015;A03;BEV25_29;726;
2020;A03;BEV30_34;592;
2019;A03;BEV30_34;595;
2017;A03;BEV30_34;569;
2016;A03;BEV30_34;517;
2015;A03;BEV30_34;548;
2020;A03;BEV35_39;416;
2019;A03;BEV35_39;402;
2017;A03;BEV35_39;386;
2016;A03;BEV35_39;410;
2015;A03;BEV35_39;423;
2020;A03;BEV40_44;302;
2019;A03;BEV40_44;312;
2017;A03;BEV40_44;358;
2016;A03;BEV40_44;377;
2015;A03;BEV40_44;395;
2020;A03;BEV45_49;342;
2019;A03;BEV45_49;357;
2017;A03;BEV45_49;369;
2016;A03;BEV45_49;370;
2015;A03;BEV45_49;383;
2020;A03;BEV50_54;375;
2019;A03;BEV50_54;374;
2017;A03;BEV50_54;400;
2016;A03;BEV50_54;402;
2015;A03;BEV50_54;373;
2020;A03;BEV55_59;370;
2019;A03;BEV55_59;371;
2017;A03;BEV55_59;338;
2016;A03;BEV55_59;314;
2015;A03;BEV55_59;287;
2020;A03;BEV60_64;281;
2019;A03;BEV60_64;275;
2017;A03;BEV60_64;267;
2016;A03;BEV60_64;278;
2015;A03;BEV60_64;277;
2020;A03;BEV65_69;235;
2018;A03;IINKQ1_P;21;
2017;A03;IINKQ1_P;22;
2016;A03;IINKQ1_P;22;
2015;A03;IINKQ1_P;23;
2018;A03;IINKQ2_P;17;
2017;A03;IINKQ2_P;18;
2016;A03;IINKQ2_P;16;
2015;A03;IINKQ2_P;16;
2018;A03;IINKQ3_P;17;
2017;A03;IINKQ3_P;17;
2016;A03;IINKQ3_P;16;
2015;A03;IINKQ3_P;16;
2018;A03;IINKQ4_P;15;
2017;A03;IINKQ4_P;15;
2016;A03;IINKQ4_P;15;
2015;A03;IINKQ4_P;14;
2018;A03;IINKQ5_P;29;
2017;A03;IINKQ5_P;29;
2016;A03;IINKQ5_P;31;
2015;A03;IINKQ5_P;32;
2020;A04;BEVTOTAAL;9703;
2019;A04;BEVTOTAAL;9676;
2017;A04;BEVTOTAAL;9649;
2016;A04;BEVTOTAAL;9618;
2015;A04;BEVTOTAAL;9539;
2020;A04;BEVMAN;5064;
2019;A04;BEVMAN;5021;
2017;A04;BEVMAN;4995;
2016;A04;BEVMAN;5000;
2015;A04;BEVMAN;4982;
2020;A04;BEVVROUW;4639;
2019;A04;BEVVROUW;4655;
2017;A04;BEVVROUW;4654;
2016;A04;BEVVROUW;4618;
2015;A04;BEVVROUW;4557;
2020;A04;BEVMAN_P;52.2;
2019;A04;BEVMAN_P;51.9;
2017;A04;BEVMAN_P;51.8;
2016;A04;BEVMAN_P;52.0;
2015;A04;BEVMAN_P;52.2;
2020;A04;BEVVROUW_P;47.8;
2019;A04;BEVVROUW_P;48.1;
2017;A04;BEVVROUW_P;48.2;
2016;A04;BEVVROUW_P;48.0;
2015;A04;BEVVROUW_P;47.8;
2020;A04;BEVDICHT;13969;
2019;A04;BEVDICHT;13951;
2017;A04;BEVDICHT;13589;
2016;A04;BEVDICHT;13546;
2015;A04;BEVDICHT;13435;
2018;A04;BEVTOTAAL;9780;
2018;A04;BEVMAN;5093;
2018;A04;BEVVROUW;4687;
2018;A04;BEVMAN_P;52.1;
2018;A04;BEVVROUW_P;47.9;
2018;A04;BEVDICHT;14012;
2018;A04;BEVSUR;260;
2018;A04;BEVANTIL;73;
2018;A04;BEVTURK;100;
2018;A04;BEVMAROK;82;
2018;A04;BEVOVNW;961;
2018;A04;BEVWEST;2654;
2018;A04;BEVAUTOCH;5650;
2018;A04;BEVSUR_P;2.7;
2018;A04;BEVANTIL_P;0.7;
2018;A04;BEVTURK_P;1.0;
2018;A04;BEVMAROK_P;0.8;
2018;A04;BEVOVNW_P;9.8;
2018;A04;BEVWEST_P;27.1;
2018;A04;BEVAUTOCH_P;57.8;
2018;A04;BEVNW;1476;
2018;A04;BEVNW_P;15.1;
2018;A04;BEVEGNW;997;
2018;A04;BEVEGWEST;1727;
2018;A04;BEVNSTEDELING;3631;
2018;A04;BEVNSTEDELING_P;37.1;
2018;A04;BEVOPLLAAG_P;11;
2018;A04;BEVOPLMID_P;30;
2018;A04;BEVOPLHOOG_P;59;
2018;A04;BEVHHMKIND;881;
2018;A04;BEVHHMKIND_P;14.0;
2018;A04;BEV1P80PLUS;160;
2018;A04;BEV1P80PLUS_P;1.6;
2018;A04;BEV1P65_79V;437;
2018;A04;BEV1P65_79M;395;
2018;A04;BEV1P80PLUSV;104;
2018;A04;BEV1P80PLUSM;56;
2018;A04;BEV0_4;305;
2018;A04;BEV5_9;283;
2018;A04;BEV10_14;221;
2018;A04;BEV15_19;286;
2018;A04;BEV20_24;902;
2018;A04;BEV25_29;1167;
2018;A04;BEV30_34;869;
2018;A04;BEV35_39;651;
2018;A04;BEV40_44;580;
2018;A04;BEV45_49;681;
2018;A04;BEV50_54;695;
2018;A04;BEV55_59;749;
2018;A04;BEV60_64;750;
2020;A04;BEVSUR;248;
2019;A04;BEVSUR;257;
2017;A04;BEVSUR;273;
2016;A04;BEVSUR;265;
2015;A04;BEVSUR;262;
2020;A04;BEVANTIL;62;
2019;A04;BEVANTIL;69;
2017;A04;BEVANTIL;77;
2016;A04;BEVANTIL;78;
2015;A04;BEVANTIL;70;
2020;A04;BEVTURK;111;
2019;A04;BEVTURK;102;
2017;A04;BEVTURK;84;
2016;A04;BEVTURK;75;
2015;A04;BEVTURK;80;
2020;A04;BEVMAROK;95;
2019;A04;BEVMAROK;94;
2017;A04;BEVMAROK;79;
2016;A04;BEVMAROK;82;
2015;A04;BEVMAROK;76;
2020;A04;BEVOVNW;1037;
2019;A04;BEVOVNW;968;
2017;A04;BEVOVNW;838;
2016;A04;BEVOVNW;797;
2015;A04;BEVOVNW;757;
2020;A04;BEVWEST;2707;
2019;A04;BEVWEST;2628;
2017;A04;BEVWEST;2588;
2016;A04;BEVWEST;2477;
2015;A04;BEVWEST;2387;
2020;A04;BEVAUTOCH;5443;
2019;A04;BEVAUTOCH;5558;
2017;A04;BEVAUTOCH;5710;
2016;A04;BEVAUTOCH;5844;
2015;A04;BEVAUTOCH;5907;
2020;A04;BEVSUR_P;2.6;
2019;A04;BEVSUR_P;2.7;
2017;A04;BEVSUR_P;2.8;
2016;A04;BEVSUR_P;2.8;
2015;A04;BEVSUR_P;2.7;
2020;A04;BEVANTIL_P;0.6;
2019;A04;BEVANTIL_P;0.7;
2017;A04;BEVANTIL_P;0.8;
2016;A04;BEVANTIL_P;0.8;
2015;A04;BEVANTIL_P;0.7;
2020;A04;BEVTURK_P;1.1;
2019;A04;BEVTURK_P;1.1;
2017;A04;BEVTURK_P;0.9;
2016;A04;BEVTURK_P;0.8;
2015;A04;BEVTURK_P;0.8;
2020;A04;BEVMAROK_P;1.0;
2019;A04;BEVMAROK_P;1.0;
2017;A04;BEVMAROK_P;0.8;
2016;A04;BEVMAROK_P;0.9;
2015;A04;BEVMAROK_P;0.8;
2020;A04;BEVOVNW_P;10.7;
2019;A04;BEVOVNW_P;10.0;
2017;A04;BEVOVNW_P;8.7;
2016;A04;BEVOVNW_P;8.3;
2015;A04;BEVOVNW_P;7.9;
2020;A04;BEVWEST_P;27.9;
2019;A04;BEVWEST_P;27.2;
2017;A04;BEVWEST_P;26.8;
2016;A04;BEVWEST_P;25.8;
2015;A04;BEVWEST_P;25.0;
2020;A04;BEVAUTOCH_P;56.1;
2019;A04;BEVAUTOCH_P;57.4;
2017;A04;BEVAUTOCH_P;59.2;
2016;A04;BEVAUTOCH_P;60.8;
2015;A04;BEVAUTOCH_P;61.9;
2020;A04;BEVNW;1553;
2019;A04;BEVNW;1490;
2017;A04;BEVNW;1351;
2016;A04;BEVNW;1297;
2015;A04;BEVNW;1245;
2020;A04;BEVNW_P;16.0;
2019;A04;BEVNW_P;15.4;
2017;A04;BEVNW_P;14.0;
2016;A04;BEVNW_P;13.5;
2015;A04;BEVNW_P;13.1;
2020;A04;BEVEGNW;1065;
2019;A04;BEVEGNW;1001;
2017;A04;BEVEGNW;883;
2016;A04;BEVEGNW;848;
2015;A04;BEVEGNW;799;
2020;A04;BEVEGWEST;1821;
2019;A04;BEVEGWEST;1735;
2017;A04;BEVEGWEST;1634;
2016;A04;BEVEGWEST;1553;
2015;A04;BEVEGWEST;1428;
2020;A04;BEVNSTEDELING;3457;
2019;A04;BEVNSTEDELING;3516;
2017;A04;BEVNSTEDELING;3731;
2016;A04;BEVNSTEDELING;3826;
2015;A04;BEVNSTEDELING;3901;
2020;A04;BEVNSTEDELING_P;35.6;
2019;A04;BEVNSTEDELING_P;36.3;
2017;A04;BEVNSTEDELING_P;38.7;
2016;A04;BEVNSTEDELING_P;39.8;
2015;A04;BEVNSTEDELING_P;40.9;
2017;A04;BEVOPLLAAG_P;11;
2016;A04;BEVOPLLAAG_P;12;
2015;A04;BEVOPLLAAG_P;12;
2017;A04;BEVOPLMID_P;29;
2016;A04;BEVOPLMID_P;30;
2015;A04;BEVOPLMID_P;30;
2017;A04;BEVOPLHOOG_P;59;
2016;A04;BEVOPLHOOG_P;59;
2015;A04;BEVOPLHOOG_P;58;
2020;A04;BEVHHMKIND;832;
2019;A04;BEVHHMKIND;831;
2017;A04;BEVHHMKIND;853;
2016;A04;BEVHHMKIND;869;
2015;A04;BEVHHMKIND;875;
2020;A04;BEVHHMKIND_P;13.2;
2019;A04;BEVHHMKIND_P;13.2;
2017;A04;BEVHHMKIND_P;13.6;
2016;A04;BEVHHMKIND_P;14.0;
2015;A04;BEVHHMKIND_P;14.0;
2020;A04;BEV1P80PLUS;187;
2019;A04;BEV1P80PLUS;168;
2017;A04;BEV1P80PLUS;148;
2016;A04;BEV1P80PLUS;157;
2015;A04;BEV1P80PLUS;156;
2020;A04;BEV1P80PLUS_P;1.9;
2019;A04;BEV1P80PLUS_P;1.7;
2017;A04;BEV1P80PLUS_P;1.5;
2016;A04;BEV1P80PLUS_P;1.6;
2015;A04;BEV1P80PLUS_P;1.6;
2020;A04;BEV1P65_79V;452;
2019;A04;BEV1P65_79V;452;
2017;A04;BEV1P65_79V;412;
2016;A04;BEV1P65_79V;376;
2015;A04;BEV1P65_79V;340;
2020;A04;BEV1P65_79M;446;
2019;A04;BEV1P65_79M;417;
2017;A04;BEV1P65_79M;362;
2016;A04;BEV1P65_79M;347;
2015;A04;BEV1P65_79M;323;
2020;A04;BEV1P80PLUSV;127;
2019;A04;BEV1P80PLUSV;115;
2017;A04;BEV1P80PLUSV;102;
2016;A04;BEV1P80PLUSV;107;
2015;A04;BEV1P80PLUSV;106;
2020;A04;BEV1P80PLUSM;60;
2019;A04;BEV1P80PLUSM;53;
2017;A04;BEV1P80PLUSM;46;
2016;A04;BEV1P80PLUSM;50;
2015;A04;BEV1P80PLUSM;50;
2020;A04;BEV0_4;267;
2019;A04;BEV0_4;290;
2017;A04;BEV0_4;297;
2016;A04;BEV0_4;297;
2015;A04;BEV0_4;312;
2020;A04;BEV5_9;234;
2019;A04;BEV5_9;236;
2017;A04;BEV5_9;294;
