PC6;Buurt2020;BU_NAAM;Wijk2020;WK_NAAM;Gemeente2020;GM_NAAM
1011VZ;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011WB;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011WC;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011WD;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011XA;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1012AA;3630100;Stationsplein e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012AB;3630100;Stationsplein e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012AB;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012AC;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AD;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AE;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AG;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AH;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AJ;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AK;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AL;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AM;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AN;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AP;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AR;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AS;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AT;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AV;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AW;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AX;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012AZ;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BA;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BB;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BB;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BC;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BD;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BD;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BE;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BG;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BH;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BJ;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BK;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BL;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BL;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BM;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BN;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BP;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BR;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BS;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BT;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BV;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BW;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BX;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012BZ;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CA;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CB;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CC;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CD;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CE;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CG;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CH;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CJ;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CK;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CL;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CM;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CN;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CP;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CR;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CS;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CT;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CV;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CW;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CX;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012CZ;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DA;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DB;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DC;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DD;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DE;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DG;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DH;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DJ;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DK;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DL;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DM;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DN;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DP;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DR;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DS;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DT;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DV;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DW;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DX;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012DZ;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EA;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EA;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EB;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EC;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012ED;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012ED;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EE;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EG;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EH;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EJ;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EK;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EL;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EM;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EN;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EP;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012ER;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012ES;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012ET;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EV;3630002;Burgwallen Oost;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EW;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EX;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012EZ;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GA;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GB;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GC;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GD;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GE;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GE;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GG;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GH;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GJ;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GK;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GK;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GL;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GM;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GN;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GP;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GR;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GS;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GT;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GV;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GW;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GX;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012GZ;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HA;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HB;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HC;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HD;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HE;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HG;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HH;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HJ;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HK;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HL;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HM;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HN;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HP;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HR;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HS;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HT;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HV;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HW;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HW;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HX;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012HZ;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JA;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JB;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JC;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JD;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JE;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JG;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JH;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JJ;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JK;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JL;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JM;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JN;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JN;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012JP;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JP;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012JS;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JS;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JT;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JV;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JW;3630001;Oude Kerk e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012JZ;3630004;BG-terrein e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KB;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012KC;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KD;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KE;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KG;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KH;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KJ;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KK;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KL;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KM;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KN;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KP;3630003;Nes e.o.;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012KR;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012KS;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012KT;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012KV;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012KW;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012KX;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012KZ;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LA;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LB;3630107;Kalverdriehoek;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LC;3630107;Kalverdriehoek;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LD;3630107;Kalverdriehoek;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LE;3630107;Kalverdriehoek;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LG;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LH;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LJ;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LK;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LK;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LL;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LM;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LN;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LP;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LR;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LS;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LT;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LV;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LW;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LX;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012LZ;3630101;Hemelrijk;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MA;3630101;Hemelrijk;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MB;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MC;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MD;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MD;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012ME;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MG;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MH;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MJ;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MK;3630101;Hemelrijk;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012ML;3630101;Hemelrijk;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MN;3630101;Hemelrijk;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MP;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MR;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MS;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MS;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MT;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MV;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MX;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012MZ;3630101;Hemelrijk;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NA;3630101;Hemelrijk;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NB;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NC;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012ND;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NE;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NG;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NH;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NJ;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NK;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NL;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NM;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NN;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NP;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NP;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NR;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NS;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NT;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NV;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NW;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NX;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012NZ;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PA;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PB;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PC;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PD;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PE;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PG;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PH;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PJ;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PK;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PL;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PM;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PN;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PP;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PR;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PS;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PT;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PT;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PV;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PV;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PW;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PX;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012PZ;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RA;3630000;Kop Zeedijk;36300;Burgwallen-Oude Zijde;363;Amsterdam
1012RB;3630105;Spuistraat Zuid;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RB;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RC;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RD;3630102;Nieuwendijk Noord;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RD;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RE;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RG;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RH;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RJ;3630104;Nieuwe Kerk e.o.;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
1012RK;3630106;Begijnhofbuurt;36301;Burgwallen-Nieuwe Zijde;363;Amsterdam
